gene1,gene2,error,error_type,timestamp
KDR,VEGFB,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:26.520875
KEAP1,KIT,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:26.626023
KEAP1,LGR5,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:26.749736
KEAP1,LY6E,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:26.851848
KEAP1,MERTK,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:26.954162
KEAP1,PDCD1LG2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:27.110813
KEAP1,PRND,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:27.231627
KEAP1,RET,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:27.336582
KEAP1,SLC1A5,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:27.440857
KEAP1,SLC34A2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:27.543088
KEAP1,SLITRK6,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:27.645415
KEAP1,STEAP1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:27.764436
KEAP1,TNFRSF8,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:27.883174
KEAP1,TREM2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:27.986207
KIT,KLK3,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:28.122749
KIT,LGALS3BP,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:28.453289
KIT,LY6G6D,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:28.787673
KIT,LY75-CD302,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:28.891341
KIT,MTX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:30.364283
KIT,MTX2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:30.468662
KIT,MTX3,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:30.570713
KIT,MYC,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:31.227078
KIT,NR3C1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:31.794779
KIT,NR5A2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:31.899609
KIT,NRAS,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:32.004518
KIT,NTN1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:32.108413
KIT,PSG1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:33.356885
KIT,RAB6A,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:34.137291
KIT,SERTAD2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:34.466741
KIT,SPA17,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:36.208435
KIT,SSBP4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:36.309031
KIT,ST13,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:36.409171
KIT,TBX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:36.732331
KIT,TGFB1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:37.058852
KIT,TGFBR3L,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:37.161223
KIT,TYRP1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:39.333094
KIT,USP7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:39.662721
KIT,VEGFD,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:39.765512
KIT,VIM,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:39.868433
KLK3,LGR5,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:40.444824
KLK3,LY6E,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:40.545118
KLK3,MERTK,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:40.646098
KLK3,PDCD1LG2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:40.799266
KLK3,PRND,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:40.925775
KLK3,RET,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:41.027637
KLK3,SLC1A5,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:41.129700
KLK3,SLC34A2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:41.230650
KLK3,SLITRK6,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:41.331866
KLK3,STEAP1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:41.449150
KLK3,TNFRSF8,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:41.567941
KLK3,TREM2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:41.668087
KRAS,LAMP1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:41.801876
KRAS,LSR,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:41.920879
KRAS,MCAM,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:42.055314
KRAS,MICA,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:42.158182
KRAS,MICB,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:42.259084
KRAS,MRC1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:42.360171
KRAS,MSLN,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:42.460744
KRAS,MST1R,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:42.564320
KRAS,MUC13,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:42.719319
KRAS,MUC17,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:42.820935
KRAS,NCAM1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:42.937202
KRAS,NOTCH3,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:43.037960
KRAS,P2RX7,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:43.204027
KRAS,PDGFRB,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:43.304114
KRAS,PLAUR,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:43.404600
KRAS,PRNP,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:43.505689
KRAS,PROM1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:43.606491
KRAS,PTGER1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:43.724784
KRAS,PTGER2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:43.825681
KRAS,PTPRC,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:43.927370
KRAS,RYK,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:44.045553
KRAS,SLAMF6,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:44.163019
KRAS,SLAMF7,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:44.263934
KRAS,SLC2A7,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:44.365037
KRAS,SLC39A6,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:44.467421
KRAS,SLC7A11,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:44.568869
KRAS,SNCA,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:44.670036
KRAS,SORT1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:44.771315
KRAS,STEAP2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:44.922899
KRAS,TFRC,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:45.040305
KRAS,THY1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:45.173989
KRAS,TIGIT,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:45.274819
KRAS,TMEFF2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:45.376475
KRAS,TNFRSF10B,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:45.478397
KRAS,TNFRSF12A,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:45.577920
KRAS,TNFRSF18,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:45.677789
KRAS,TNFRSF4,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:45.777391
KRAS,CD40,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:45.876493
KRAS,TNFSF12,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:45.976201
KRAS,ULBP2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:46.091684
KRAS,VPREB1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:46.240783
KRAS,VTCN1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:46.342564
LAMP1,MUC5AC,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:47.118172
LAMP1,NCL,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:47.219206
LAMP1,NUTF2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:47.320313
LAMP1,POMP,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:47.649216
LAMP1,SMARCA4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:48.915988
LAMP1,STING1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:49.243608
LAMP1,VEGFA,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:49.802824
LAMP1,VEGFB,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:49.904644
LGALS3BP,LGR5,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:50.006055
LGALS3BP,LY6E,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:50.106598
LGALS3BP,MERTK,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:50.207786
LGALS3BP,PDCD1LG2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:50.357155
LGALS3BP,PRND,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:50.474898
LGALS3BP,RET,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:50.574930
LGALS3BP,SLC1A5,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:50.675054
LGALS3BP,SLC34A2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:50.774959
LGALS3BP,SLITRK6,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:50.875364
LGALS3BP,STEAP1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:51.002475
LGALS3BP,TNFRSF8,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:51.118043
LGALS3BP,TREM2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:01:51.216672
LGR5,LY6G6D,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:51.569924
LGR5,LY75-CD302,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:51.668252
LGR5,MTX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:53.147207
LGR5,MTX2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:53.251636
LGR5,MTX3,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:53.355944
LGR5,MYC,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:53.925632
LGR5,NR3C1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:54.510752
LGR5,NR5A2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:54.614976
LGR5,NRAS,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:54.718238
LGR5,NTN1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:54.822592
LGR5,PSG1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:56.081586
LGR5,RAB6A,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:56.870373
LGR5,SERTAD2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:57.206780
LGR5,SPA17,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:58.947742
LGR5,SSBP4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:59.048229
LGR5,ST13,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:59.147796
LGR5,TBX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:59.470240
LGR5,TGFB1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:59.810567
LGR5,TGFBR3L,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:01:59.920036
LGR5,TYRP1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:02.116772
LGR5,USP7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:02.443661
LGR5,VEGFD,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:02.543644
LGR5,VIM,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:02.644246
LSR,MUC5AC,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:03.650962
LSR,NCL,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:03.755022
LSR,NUTF2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:03.856667
LSR,POMP,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:04.183750
LSR,SMARCA4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:05.441433
LSR,STING1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:05.772883
LSR,VEGFA,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:06.339627
LSR,VEGFB,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:06.440201
LY6E,LY6G6D,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:06.540259
LY6E,LY75-CD302,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:06.642354
LY6E,MTX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:08.129658
LY6E,MTX2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:08.232650
LY6E,MTX3,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:08.336114
LY6E,MYC,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:08.901474
LY6E,NR3C1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:09.480296
LY6E,NR5A2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:09.581873
LY6E,NRAS,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:09.683870
LY6E,NTN1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:09.785540
LY6E,PSG1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:11.044540
LY6E,RAB6A,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:11.856848
LY6E,SERTAD2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:12.196478
LY6E,SPA17,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:13.907133
LY6E,SSBP4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:14.011651
LY6E,ST13,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:14.115525
LY6E,TBX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:14.451664
LY6E,TGFB1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:14.791063
LY6E,TGFBR3L,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:14.898686
LY6E,TYRP1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:17.113210
LY6E,USP7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:17.453294
LY6E,VEGFD,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:17.556686
LY6E,VIM,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:17.659955
LY6G6D,MERTK,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:18.223790
LY6G6D,PDCD1LG2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:18.378853
LY6G6D,PRND,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:18.495832
LY6G6D,RET,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:18.596670
LY6G6D,SLC1A5,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:18.697150
LY6G6D,SLC34A2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:18.797116
LY6G6D,SLITRK6,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:18.899741
LY6G6D,STEAP1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:19.018589
LY6G6D,TNFRSF8,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:19.137767
LY6G6D,TREM2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:19.239828
LY75-CD302,MERTK,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:19.375956
LY75-CD302,PDCD1LG2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:19.527563
LY75-CD302,PRND,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:19.645365
LY75-CD302,RET,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:19.745737
LY75-CD302,SLC1A5,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:19.847483
LY75-CD302,SLC34A2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:19.951200
LY75-CD302,SLITRK6,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:20.053210
LY75-CD302,STEAP1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:20.173218
LY75-CD302,TNFRSF8,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:20.292542
LY75-CD302,TREM2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:20.394883
MCAM,MUC5AC,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:20.760410
MCAM,NCL,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:20.863514
MCAM,NUTF2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:20.967072
MCAM,POMP,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:21.313243
MCAM,SMARCA4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:22.569274
MCAM,STING1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:22.899210
MCAM,VEGFA,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:23.464270
MCAM,VEGFB,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:23.570440
MERTK,MTX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:24.821082
MERTK,MTX2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:24.925343
MERTK,MTX3,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:25.029662
MERTK,MYC,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:25.597645
MERTK,NR3C1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:26.170490
MERTK,NR5A2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:26.274507
MERTK,NRAS,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:26.380260
MERTK,NTN1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:26.485914
MERTK,PSG1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:27.740453
MERTK,RAB6A,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:28.540430
MERTK,SERTAD2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:28.878259
MERTK,SPA17,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:30.591669
MERTK,SSBP4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:30.692642
MERTK,ST13,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:30.794605
MERTK,TBX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:31.128457
MERTK,TGFB1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:31.461772
MERTK,TGFBR3L,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:31.565323
MERTK,TYRP1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:33.726024
MERTK,USP7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:34.057045
MERTK,VEGFD,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:34.156305
MERTK,VIM,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:34.256046
MICA,MUC5AC,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:34.809626
MICA,NCL,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:34.911114
MICA,NUTF2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:35.012340
MICA,POMP,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:35.339615
MICA,SMARCA4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:36.607496
MICA,STING1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:36.941176
MICA,VEGFA,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:37.504438
MICA,VEGFB,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:37.606301
MICB,MUC5AC,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:37.707682
MICB,NCL,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:37.809984
MICB,NUTF2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:37.911599
MICB,POMP,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:38.239885
MICB,SMARCA4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:39.471422
MICB,STING1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:39.795681
MICB,VEGFA,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:40.351602
MICB,VEGFB,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:40.452022
MRC1,MUC5AC,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:40.552708
MRC1,NCL,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:40.653747
MRC1,NUTF2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:40.755399
MRC1,POMP,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:41.081843
MRC1,SMARCA4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:42.314357
MRC1,STING1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:42.642215
MRC1,VEGFA,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:43.207351
MRC1,VEGFB,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:43.308681
MSLN,MUC5AC,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:43.410604
MSLN,NCL,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:43.512118
MSLN,NUTF2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:43.614280
MSLN,POMP,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:43.951611
MSLN,SMARCA4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:45.218790
MSLN,STING1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:45.553767
MSLN,VEGFA,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:46.113593
MSLN,VEGFB,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:46.216088
MST1R,MUC5AC,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:46.317602
MST1R,NCL,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:46.420343
MST1R,NUTF2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:46.522326
MST1R,POMP,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:46.852091
MST1R,SMARCA4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:48.083676
MST1R,STING1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:48.406926
MST1R,VEGFA,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:48.968533
MST1R,VEGFB,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:49.071104
MTX1,PDCD1LG2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:49.224262
MTX1,PRND,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:49.346077
MTX1,RET,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:49.449295
MTX1,SLC1A5,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:49.552861
MTX1,SLC34A2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:49.656180
MTX1,SLITRK6,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:49.758702
MTX1,STEAP1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:49.878933
MTX1,TNFRSF8,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:49.998788
MTX1,TREM2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:50.100889
MTX2,PDCD1LG2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:50.292527
MTX2,PRND,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:50.413236
MTX2,RET,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:50.516682
MTX2,SLC1A5,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:50.619089
MTX2,SLC34A2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:50.731429
MTX2,SLITRK6,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:50.832045
MTX2,STEAP1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:50.949961
MTX2,TNFRSF8,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:51.066000
MTX2,TREM2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:51.165036
MTX3,PDCD1LG2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:51.349273
MTX3,PRND,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:51.466744
MTX3,RET,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:51.566762
MTX3,SLC1A5,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:51.665903
MTX3,SLC34A2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:51.764123
MTX3,SLITRK6,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:51.862754
MTX3,STEAP1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:51.977513
MTX3,TNFRSF8,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:52.092333
MTX3,TREM2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:02:52.193819
MUC13,MUC5AC,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:52.325859
MUC13,NCL,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:52.425478
MUC13,NUTF2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:52.524547
MUC13,POMP,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:52.848697
MUC13,SMARCA4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:54.101005
MUC13,STING1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:54.433156
MUC13,VEGFA,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:54.994095
MUC13,VEGFB,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:55.094634
MUC17,MUC5AC,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:55.193559
MUC17,NCL,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:55.293013
MUC17,NUTF2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:02:55.393103
